fit_HR_1,fit_HR_2,fit_HR_3,fit_HR_4,fit_PPGamp_1,fit_PPGamp_2,fit_PPGamp_3,fit_PPGamp_4
64.7401713819047,70.1100174779484,60.0477366786278,61.5500673247172,85.7867211186926,79.6892326927959,75.0404037002928,75.9723127980339
