pulseResponse_Test_D1_1_HR,pulseResponse_Test_D1_1_PPGamp,pulseResponse_Test_D1_2_HR,pulseResponse_Test_D1_2_PPGamp,pulseResponse_Test_D2_HR,pulseResponse_Test_D2_PPGamp,pulseResponse_Test_D3_HR,pulseResponse_Test_D3_PPGamp
0.00135495906464227,0.0121183435537503,0.0129434220864311,0.186996621065963,-0.0138348846575396,0.158664929698655,0.00237474761831807,0.170557224033694
0.00147551969902431,-0.00329903857663925,0.0130334609618232,0.191034388333598,-0.0152756333935832,0.161084178319296,0.00234757155529552,0.177890741890522
0.00160003823547468,-0.00641973475239109,0.0131492571820269,0.195047971829631,-0.0164295599109435,0.171126654785482,0.00231896144696923,0.181751830912848
0.00172984860587848,0.00460475662451806,0.013254858594216,0.199032901829156,-0.0172436207947979,0.184620550503653,0.00228843015789464,0.183443065331375
0.00182689645629642,0.024941126569404,0.0133360293458333,0.202987552644039,-0.0172163140997443,0.195600636507243,0.00225623763191548,0.186409420751065
0.00189118170940127,0.0453870975628001,0.013420111438887,0.206917334112532,-0.0165265512425211,0.199493157980948,0.00222353449724208,0.192584908100335
0.0019684984254631,0.0566820754641081,0.013521477204137,0.210823058550538,-0.0156890911357561,0.19550118614699,0.00219123622681662,0.200468676011004
0.00208471543596508,0.0538936141147049,0.0136251348227492,0.214702479636876,-0.0146935302983713,0.186944262463097,0.00215999847067546,0.206836778963003
0.00221748454512889,0.0387166304625639,0.0137147782256363,0.218555886389243,-0.0138383045167373,0.179424853963158,0.00212976411104152,0.210149213490415
0.00233913608217778,0.0186887724317188,0.0137947635956434,0.222386037003807,-0.0137022659026409,0.177841696043086,0.0021002105084833,0.212059699944327
0.00245270806189913,0.00361913005057598,0.0138842672153421,0.226192997678151,-0.0141642603687623,0.183837523796423,0.00207070604850053,0.215558784402828
0.00257216940559453,0.000980222789663602,0.0139853034186251,0.229975886267706,-0.0150233915367227,0.195012726218491,0.00204082230719762,0.221826339775193
0.00269267990854687,0.0123770445588318,0.0140780863772514,0.233735421872895,-0.0163945869367688,0.206280943877051,0.00201032109963159,0.229100189845098
0.00279997539235828,0.0328063450563137,0.014158068715816,0.237472998011232,-0.0178648067719849,0.212605490495138,0.00197936157766474,0.234633479419401
0.0028959131906968,0.0530085438343414,0.0142421885992003,0.241188585798968,-0.0189041510416766,0.211646003965181,0.00194820507760326,0.237574894829414
0.00299630993897843,0.0638412365583292,0.0143364108500076,0.2448820073866,-0.0195502432557344,0.204928706039717,0.00191718154182368,0.239757576797485
0.00310826491558136,0.060578258952903,0.0144293831949527,0.248553941494593,-0.0196946201422832,0.196959135887954,0.00188644589304994,0.243681363349378
0.00322406942852254,0.0451394184899016,0.0145136031904715,0.252205128947884,-0.0191280375751177,0.192789423040162,0.00185604184704483,0.249902869109124
0.00333657084674267,0.0251755155397187,0.0145949386037367,0.255835622179533,-0.0182451430561262,0.195353096094657,0.00182583324650704,0.256553374808033
0.00344839158556075,0.0104652622635358,0.0146828825129406,0.259445558104356,-0.0174217751414914,0.203973242665892,0.00179566200402088,0.261381462245998
0.00356343998640551,0.00830284991990917,0.0147756273632716,0.263035478837703,-0.0166902190196788,0.214800831887751,0.00176536655334429,0.264093737950463
0.00367858644971661,0.0200676513428425,0.0148627340253463,0.266605833017278,-0.0163929647096079,0.222909181562016,0.00173490172416399,0.266565128050934
0.00378883091178122,0.0405752779998056,0.0149438236708496,0.270156763593295,-0.0168010318730892,0.224907001481402,0.00170428724946664,0.270802440223125
0.00389536995359877,0.0605275653360019,0.0150286541927792,0.273688524269722,-0.0176396371524444,0.220685664741654,0.00167361863136366,0.276868220733614
0.00400340119754821,0.070892925033888,0.0151189960934873,0.277201538062303,-0.0187505834460542,0.213402370427392,0.0016429774852582,0.282908351968688
0.00411465376488468,0.0671629634732308,0.0152073425674395,0.28069612958633,-0.0200717061433843,0.207748069778913,0.00161242981463641,0.287155501677165
0.004226536552794,0.0514708844431572,0.0152906849193115,0.284172500095762,-0.0211456707988471,0.207448905609294,0.00158197708926198,0.289748283001257
0.00433740837482616,0.0315836064513381,0.0153738553791271,0.287630931266377,-0.0216903928025494,0.213331002551585,0.00155159092045681,0.292498326351052
0.00444863549727359,0.0172373613013763,0.0154611769075036,0.291071764263885,-0.0218115509881047,0.222952416732078,0.0015212132498768,0.296942548857153
0.00456126086303308,0.0155512682283233,0.0155500781249613,0.29449527167751,-0.0214389826823209,0.231960120216841,0.00149080466132805,0.30277091782626
0.0046738353100666,0.0276744363597243,0.015635338402562,0.297901681940031,-0.0206183455000662,0.236420117294371,0.00146034236759822,0.308233771434849
0.00478470796988352,0.0482500715140215,0.0157180076798372,0.301291270162152,-0.0197933246793156,0.234874632935496,0.0014298378143971,0.31201493139907
0.00489445537004456,0.0679426448741212,0.0158033723941951,0.304664325520789,-0.0191994749329587,0.229051920175369,0.00139931283916441,0.314569071357689
0.00500470892878362,0.0778392540110431,0.0158914089381129,0.308021096427601,-0.0188937318205757,0.222886347930621,0.00136879778237259,0.317569124404583
0.00511580207707671,0.0736471395644454,0.0159775825700107,0.311361817905856,-0.0191339810123365,0.22040178808599,0.00133830847368545,0.322123121437837
0.00522688328204278,0.057713146629385,0.016061014630316,0.314686747929569,-0.0199253736364824,0.223595913320404,0.00130784995017993,0.327658078325173
0.00533765523591811,0.0379128266803531,0.0161450417692588,0.317996142531276,-0.0209438308311471,0.231436772235816,0.00127741041105454,0.332590708547509
0.0054487106174596,0.0239370289701387,0.0162313975911063,0.321290235335079,-0.0220506710013214,0.240473550607302,0.00124697573379542,0.336008596148321
0.00556030547769266,0.0227251285383268,0.0163178964596566,0.324569256675495,-0.0230772755028944,0.246704123816933,0.00121653117660975,0.338579829445927
0.00567185556013111,0.0351985108316732,0.0164021165268904,0.327833446035045,-0.0236572046053886,0.247689907477745,0.00118607183739942,0.341789251054223
0.00578284587022917,0.0558305683770177,0.0164853306019905,0.33108303687436,-0.0237243347594186,0.243801470237464,0.00115559865736766,0.346368299746145
0.00589352134263699,0.0752550662773288,0.0165702350987493,0.334318250583882,-0.0234225123019944,0.237960274162978,0.00112511989452151,0.351576275588311
0.00600437043115856,0.084680772372844,0.0166562264750148,0.337539307551325,-0.0227642037281198,0.234046270599598,0.00109464314703926,0.356034175054114
0.0061154179431821,0.0800325106029998,0.0167407614117399,0.340746430246486,-0.0219562426796849,0.23483806406077,0.00106417471219424,0.359177536433727
0.00622639039561805,0.0638672118859193,0.0168238539301006,0.343939835130006,-0.02137748254446,0.240578268101943,0.00103371504834468,0.361800340700844
0.00633726864191074,0.0441648000147881,0.0169075832790175,0.347119731840843,-0.0211391981329101,0.248903514766566,0.00100326181660298,0.365171890540349
0.00644828450130415,0.0305650411227796,0.0169924827889345,0.35028632888032,-0.0212846469451476,0.256144975019895,0.000972809893932366,0.369705131659472
0.00655949138182242,0.0298255212632591,0.0170770125885963,0.353439833619684,-0.021927720167997,0.259285182288964,0.000942355587997919,0.374571320937183
0.0066706724237675,0.0426403564715568,0.0171601711259904,0.356580448421745,-0.0228951136058619,0.257528370430466,0.00091189658427694,0.378613778631597
0.00678167676082005,0.0633177237311351,0.0172430118731983,0.359708371291956,-0.0238849776221754,0.252668178328754,0.000881433680868365,0.381556712640979
0.00689260124525333,0.0824656197216871,0.0173268147499728,0.362823798524926,-0.0247758276397831,0.248086804853982,0.000850968775515328,0.384248199057611
0.00700358472376835,0.0914188701865445,0.0174109245927649,0.36592692403394,-0.0253786933647107,0.246942357936279,0.000820504630002479,0.387732346037965
0.00711460675450967,0.0863203913726675,0.0174940106357354,0.369017937684584,-0.0254832943774095,0.25051497471655,0.000790042764504775,0.392163115867502
0.00722558186842765,0.0699347023837893,0.0175763741910948,0.372097026081736,-0.025179884288126,0.257576903447125,0.000759583734604741,0.396687739379409
0.00733652825408976,0.0503407993039998,0.0176592128764432,0.375164373689399,-0.023301057299568,0.265094251931166,0.000729126568434142,0.400374135890055
0.00744753028979141,0.0371226176316837,0.0177425622753289,0.378220162238313,-0.0195763799254433,0.269861610458691,0.0006986700114469,0.403176289758184
0.00755859484672179,0.0368532430444224,0.0211962343440805,0.381264570107845,-0.0128852210853367,0.270189748797033,0.000668212690463936,0.405939954920715
0.00766964606624105,0.0500007837457662,0.0268890082325247,0.38429777290337,-0.00607386529259518,0.266758634268571,0.000637754083547099,0.409488184384712
0.00778064310929891,0.0707122576626106,0.030667956880309,0.387319943882742,-0.00238911438515318,0.262206584117945,0.000607294217051786,0.413773519897467
0.00789162241685851,0.0895753419673378,0.0333134552890631,0.390331253585507,-0.00330934793393088,0.259699997826412,0.000576833804796262,0.41796824787909
0.0080026209906979,0.0980547453501364,0.032767364710846,0.393331869662375,-0.00767828922246467,0.261258081923733,0.000546373536390173,0.421355258413036
0.00811362302452714,0.0925122709628293,0.0259897124390297,0.396321957231392,-0.0144994617854421,0.266718142432806,0.000515914003635222,0.424062682896021
0.00822460267987985,0.0762070690397824,0.017552606560596,0.399301679022155,-0.0198247623746562,0.273870470300685,0.000485455285028068,0.426891882724452
0.0083355732431848,0.0552699346346197,0.0137778066811881,0.402271195186406,-0.0217025172075049,0.279665473042099,0.000454997194622152,0.430459101268739
0.00844656368971879,0.0495931347158946,0.0127338260328157,0.405230663294752,-0.0210511847528997,0.281834657442225,0.00042453927654495,0.434568663407815
0.0085575726390377,0.058970671641487,0.0150393622500634,0.408180238539437,-0.0192159793413208,0.280064583896441,0.000647408132853828,0.438453348798835
0.00866857479224604,0.0856211199165169,0.0195801477077201,0.411120073779439,-0.019230718188727,0.276117236784945,2.71433019057039e-05,0.441592974633602
0.00877956031003743,0.113700835309898,0.0230302285544432,0.414050319464037,-0.0225311708793694,0.272857443665046,-0.000707870922313317,0.444239436631583
0.00889054236858381,0.136501123314765,0.0235268843239205,0.416971123678995,-0.0259649353222879,0.272722997362937,-0.00123892249500449,0.447120483652929
0.0090015299499431,0.130989413350695,0.0214784168312379,0.419882632259965,-0.0276042832522815,0.276453751904929,-0.00158085970062676,0.45066663352172
0.00911251513871017,0.106416531489633,0.0181013271683175,0.422784988811081,-0.0282485991528126,0.282741435234318,-0.0014292686692474,0.454581254567171
0.00922349044877832,0.0660365358726141,0.0155864005225249,0.425678334688929,-0.026977134673831,0.288963278701686,-0.000148640110018809,0.445391932865579
0.00933446232773274,0.0349400630883128,0.0145040828981341,0.428562809055062,-0.0238186628881324,0.292589537802109,0.000546948545841225,0.439615925406761
0.00944544021537731,0.022088033577134,0.0137095405154403,0.431438548942627,-0.0217431713857851,0.292510266872036,9.61059677880176e-05,0.437612615392025
0.00955642244892992,0.0387971798437816,0.0133508501361758,0.43430568927276,-0.0214638027237431,0.289586219002209,-0.000824675830906139,0.453893186964561
0.00966740094319748,0.0732544647075236,0.013799710826369,0.437164362866981,-0.0217710318979942,0.286152055746157,-0.00242631247215946,0.480940882207003
0.00977837380570362,0.113642179904803,0.0139858920817853,0.440014700493678,-0.0231740653142426,0.284756561747253,-0.00426110811295862,0.522590829203852
0.0098893456367685,0.138164154315637,0.013294647640672,0.44285683091203,-0.0251885843546635,0.286818914063741,-0.00530714174013718,0.548155728654304
0.0100003182809935,0.138882768897095,0.0121374274150908,0.445690880891809,-0.0260610859203049,0.291908772198419,-0.00508778335420941,0.561282129662797
0.0101112883777845,0.113464223504232,0.0110039157194084,0.448516975237235,-0.0263789486013238,0.298014229621675,-0.00431398236718728,0.556726918578338
0.0102222538823572,0.076758115840599,0.010396407530327,0.451335236826008,-0.0268281646772804,0.302634496287699,-0.0036007031743255,0.551958736794742
0.0124872833257912,0.0445482117152823,0.0102266757423995,0.4389344839618,-0.0263575452890867,0.304104643548845,-0.00314072255469095,0.551331556443685
0.0164921094990639,0.0342205041385113,0.00991744691219645,0.433463301526465,-0.0254023757588615,0.302451263885336,-0.00291886899550755,0.558409628886719
0.0194507928161788,0.0494442283883707,0.00965874802831387,0.428265335261694,-0.0248676425994795,0.299340190272557,-0.00309034144671558,0.561369489323141
0.0192243980729537,0.0847163521384069,0.00981530726353253,0.424148479396926,-0.0237829605913001,0.297164303092432,-0.003564128763492,0.556127920067378
0.0194652854605675,0.122461935350524,0.00994580710673599,0.418072687608832,-0.0222435627996318,0.297770078553298,-0.00404213939360572,0.543032973605354
0.0207985192188139,0.146161139390421,0.00972885801491284,0.429212167183448,-0.0215657536965344,0.30150000798331,-0.00423421983420152,0.532735506981976
0.0212459998080379,0.143887818035882,0.00942974732826352,0.432092993355207,-0.0213234055304383,0.307046752779151,-0.00416511335569302,0.530054705013748
0.0200897233646049,0.117662657803628,0.0092798627059389,0.43364181750116,-0.0212068526713679,0.312177261986754,-0.00395745010692766,0.533353105509034
0.0197873936365204,0.0792170525371633,0.00933937417497736,0.432551456455665,-0.0221270834891345,0.328876257272891,-0.00372805151917765,0.533501057375258
0.0192366043510487,0.0473472807388906,0.00946969341470289,0.433380761450205,-0.0234448359135329,0.342584856533227,-0.00353134307132555,0.526224251447526
0.0162414392459988,0.0365278410174594,0.0094502747478634,0.430766476518959,-0.0240843986202184,0.364083070652423,-0.0034535248658549,0.514315962380514
0.0118099777668451,0.0523259090535169,0.0094321930109756,0.428207590977782,-0.0245546923434471,0.393957616119266,-0.00351242387996769,0.506052321683489
0.00915285372654595,0.0868341681912612,0.00961955770144328,0.425508386992696,-0.0246786016545724,0.421709065895736,-0.00365496135222427,0.505119655171756
0.00936256959442476,0.124127005292692,0.00978987492762636,0.423691106349321,-0.0236789044809951,0.432972847421877,-0.00377734318186189,0.508062072419731
0.0106687571045352,0.14626176477841,0.00976910173302308,0.420632017370914,-0.022372768094386,0.439194766456764,-0.00383477793029613,0.50735680296432
0.0115319639099726,0.143061383125304,0.00972444013228184,0.417860107694266,-0.0213444673569488,0.425339701552829,-0.00382226226717701,0.500021227378026
0.0122586876620619,0.11573938809386,0.0097817151659484,0.415333059198134,-0.0200791673072024,0.39234898071441,-0.00376551147603308,0.489938666884421
0.0133577149405321,0.0773458590442971,0.0099009305794917,0.413129348122342,-0.0191486239664271,0.357584935131218,-0.00368670762555959,0.483942538780211
0.0141479745872209,0.0457128882945779,0.00998680308836936,0.410469683680477,-0.019180133071962,0.325997516140137,-0.00362386706125003,0.484280257545527
0.0138308747458174,0.0358428633166507,0.00997942635765097,0.40805212551508,-0.0194491761629868,0.302192044601126,-0.00360018958521537,0.486774328896928
0.0128514050202942,0.0521494577411383,0.00997919696461471,0.405836251595133,-0.0198880805242663,0.290962082912483,-0.00361941529154821,0.48521007547783
0.0122854756200931,0.0869973370972331,0.0100768484172291,0.403722193190523,-0.0209092421137374,0.289218345585191,-0.00365746303880767,0.478008804241491
0.0124298482542583,0.123771649712501,0.0101515745547827,0.401455246809143,-0.0217128214766704,0.287169059482397,-0.00369324739607537,0.469490822683184
0.0127554124060386,0.145182914536503,0.0101180393885175,0.39935467180853,-0.0218759861989832,0.278647572668138,-0.00371154568139328,0.465244801065446
0.0129322780216357,0.140998007120808,0.0100806354665727,0.397374598676137,-0.0219018538619951,0.261749828426234,-0.00371049759208067,0.466207802472603
0.0131673844321827,0.113219582299633,0.0101077084775705,0.39542630152984,-0.021440745069266,0.238756143519928,-0.00369210785300078,0.467984796449111
0.0135796744459887,0.0748140954693241,0.0101488101129874,0.393443668492544,-0.020229804303755,0.216062661554661,-0.00366768150435285,0.46557270362293
0.0138644901167393,0.0438768245738982,0.010148528826267,0.391568466252374,-0.0190839707056803,0.201084262108581,-0.00364806135356424,0.458591707087958
0.0137564717587272,0.0348571790964342,0.0101057676853292,0.389761049160787,-0.0181734884685855,0.197127036578934,-0.00364134209773774,0.451418160854939
0.0134322685760323,0.0519716534454455,0.0100802189700179,0.387970032395812,-0.0172510857117703,0.202126160483553,-0.0036458331746021,0.448471365115365
0.0132308759889277,0.0870343224036615,0.0101028405971298,0.386188595660793,-0.0169332529978816,0.210092027079669,-0.003656726975282,0.44962651396071
0.0132153647950034,0.123489389382468,0.0101068815743217,0.384476286761417,-0.0173450996602244,0.214029992457139,-0.00366722418031842,0.450574634029681
0.0132258953253851,0.144068863618964,0.0100557333268837,0.38280483198451,-0.0178454382044496,0.209439817916577,-0.00367347360213586,0.447448147384524
0.0132076306659341,0.139056690309774,0.0100120671094339,0.381149828260584,-0.0185206609442568,0.196832839570223,-0.00367304299063698,0.440799729970565
0.0132551971533221,0.110746463662605,0.0100096062558565,0.379518260695972,-0.0193887436863713,0.181237115209234,-0.00366751565730059,0.434811856983906
0.0133877563859284,0.0724520830969009,0.0100082365851862,0.377933034335774,-0.0197342724996421,0.1693312370175,-0.00365989727806785,0.432816974251925
0.0134815950426654,0.0421402566524291,0.00997834457300753,0.37637644806371,-0.0195375932061628,0.16591287943782,-0.0036541058636744,0.43389264509768
0.0134507054003899,0.0340406929837007,0.00993448991870055,0.374838644517607,-0.0191554214889748,0.171434281836536,-0.00365171719377032,0.434018111030659
0.0133585989839681,0.0518779130727523,0.00990913494687468,0.373326750897707,-0.0182901576767167,0.181780282181259,-0.00365285874881921,0.430363464060829
0.0133047556816604,0.0871838726745849,0.00990694806922986,0.371848319951925,-0.0170855553076906,0.190518778616749,-0.00365588116186593,0.42415481813349
0.0132951004156681,0.123243472993597,0.00989147102606417,0.370393269245357,-0.0161962207519954,0.192333830638271,-0.00365916349899349,0.419214400112183
0.013281485744188,0.143020375816038,0.00985011627444175,0.368958328664677,-0.015565107372048,0.185767669029748,-0.00366101179137878,0.417896318073682
0.0132625777233624,0.137142054682936,0.00981882870774884,0.367548030854482,-0.0151394833640971,0.173872618736085,-0.00366093890340345,0.41872537885352
0.0132764306910321,0.108344773055047,0.00981185380634566,0.366164063450768,-0.0153484971952772,0.162505117329971,-0.0036592047787908,0.418100672355032
0.0133230447279554,0.0701446505685663,0.00980185883414481,0.364801077606322,-0.0159733582949649,0.157175077928198,-0.00365696004568803,0.414109093175909
0.0133566257867695,0.0404902615111818,0.00977446594376935,0.363458321054241,-0.0165453706455097,0.160145104464973,-0.00365512017707977,0.408419400514149
0.0133513050372283,0.0332803952381357,0.00974465753372393,0.362138099237214,-0.0171785440648281,0.169308932806667,-0.00365434082308179,0.404390382594813
0.0133294306664553,0.0518409101872701,0.0097287422108346,0.360840181345886,-0.0176774409519187,0.179393356157725,-0.00365456486601809,0.403526375920792
0.0133186723430897,0.0873471178226983,0.00972237314883632,0.359561866493372,-0.0175756022510193,0.184791945245516,-0.00365546966651258,0.404012427130546
0.0133159920592764,0.123005927668505,0.00970637463462532,0.358303144906195,-0.0170864834102644,0.18251255822065,-0.00365642361008259,0.402743536448543
0.013307420897411,0.141957910822209,0.00967872452959087,0.357064954281529,-0.0164239943886686,0.173687068678523,-0.00365699827279879,0.398588096283675
0.0132977990574724,0.135231842285854,0.00965920639718665,0.355846630213516,-0.0154316574070174,0.162879864578407,-0.00365695546967505,0.393461871032265
0.0133013907131448,0.105953927309844,0.00965237411470417,0.354646833034414,-0.0144512600279597,0.155608729044067,-0.00365645435253013,0.390207298683789
0.0133163385326775,0.067876115988176,0.00964129354431387,0.353465644646006,-0.0138955338460121,0.155422749880077,-0.0036557562576568,0.389617500519312
0.0133268258845747,0.0388817794201162,0.0096199955954033,0.352303295096938,-0.0136099921210685,0.162080634071652,-0.00365519112743828,0.389714753444204
